,Hotel_Name,Price,Room_type,Location,City,No. of Reviews,Rating,Distance from centre (km),Breakfast,Cancellation
6177,FabHotel Metro Suites - Nr ESI Hospital,1538,Deluxe Room,Bangalore,Banglore,5,7.8,4.8,Not included,No Free cancellation
6178,FabHotel Royal Grand - Basaveshwar Nagar,1528,Deluxe Room,Bangalore,Banglore,16,8.8,7.3,Not included,No Free cancellation
6179,FabHotel Prime Trubell,1702,Deluxe Room,"Electronic City, Bangalore",Banglore,9,7.3,17.0,Not included,No Free cancellation
6180,Hotel Grand Suites,1300,Standard Double Room,"Gandhi nagar, Bangalore",Banglore,236,6.1,2.9,Not included,Free cancellation
6181,Sampada Homestay,4600,Two-Bedroom Apartment,Bangalore,Banglore,44,7.5,6.3,Not included,No Free cancellation
6182,Greens Residency,617,Budget Double Room,Bangalore,Banglore,184,5.3,3.1,Not included,Free cancellation
6183,"Guesture Stays - Dwellington, Electronics City Phase 2",2552,Deluxe Double Room,"Electronic City, Bangalore",Banglore,30,8.2,17.0,Not included,Free cancellation
6184,FabHotel NK Comforts - JP nagar,1116,Deluxe Room,"JP Nagar, Bangalore",Banglore,8,6.9,7.7,Not included,No Free cancellation
6185,"Hotel Sai Manyata Inn, Near Manyata Tech Park",1863,Deluxe Room,Bangalore,Banglore,41,7.8,9.6,Not included,Free cancellation
6186,Hotel Embassy,990,Double Room,"Gandhi nagar, Bangalore",Banglore,417,6.6,2.8,Not included,Free cancellation
6187,Super OYO Hotel O Olivia Comforts,1060,Standard Double Room,"Koramangala, Bangalore",Banglore,172,5.6,4.9,Not included,Free cancellation
6188,La Sara Pride,3060,Standard Double or Twin Room,Bangalore,Banglore,22,6.0,9.3,Not included,No Free cancellation
6189,Luxre Homes - Villa in Koramangala,5130,Deluxe Double Room,"Koramangala, Bangalore",Banglore,23,9.5,5.5,Breakfast included,No Free cancellation
6190,Hoodo - HBR Layout Bangalore Apartments,4950,One-Bedroom Apartment,"HBR Layout, Bangalore",Banglore,44,8.8,7.0,Not included,No Free cancellation
6191,Redstone Villa by Revkeys,1899,Superior Double Room,"HSR Layout, Bangalore",Banglore,15,8.3,8.1,Not included,No Free cancellation
6192,The Pentouz A,8000,Double Room with Balcony,"Indiranagar, Bangalore",Banglore,1,10.0,4.4,Not included,No Free cancellation
6193,Hotel O Golden Inn Near Cubbon Park,817,Classic Triple Room,Bangalore,Banglore,117,4.5,1.2,Not included,Free cancellation
6194,"Itsy Hotels Galaxy Suites, Hebbal",1828,Standard Double Room,Bangalore,Banglore,125,7.5,8.1,Breakfast included,No Free cancellation
6195,"tanour luxe 1,2,3bhk apartment",2700,One-Bedroom Apartment,"Koramangala, Bangalore",Banglore,1,10.0,5.6,Not included,No Free cancellation
6196,"278 Home Tales by Tipiverse, Koramangala",1759,One-Bedroom Standard Apartment,"Koramangala, Bangalore",Banglore,5,8.6,6.5,Not included,No Free cancellation
6197,"Namma HomeSlice, Balcony Rooms in Brookefield",1700,Double or Twin Room with Balcony,"Brookefield, Bangalore",Banglore,13,9.2,12.0,Not included,Free cancellation
6198,Hotel Airport Southgate Bangalore,3600,Two-Bedroom Suite,Bangalore,Banglore,62,7.0,27.0,Not included,Free cancellation
6199,Hotel Urban Jade,3229,Deluxe Twin Room,Bangalore,Banglore,67,6.5,5.9,Not included,Free cancellation
6200,Ginger Bangalore- Inner Ring Road,3999,Twin Room,Bangalore,Banglore,54,6.5,4.9,Not included,No Free cancellation
6201,FabHotel Champion Residency - Whitefield Main Road,1600,Deluxe Room,Bangalore,Banglore,54,4.0,11.0,Not included,No Free cancellation
6202,Seasons Suites JP Nagar,2433,Superior King Room,"JP Nagar, Bangalore",Banglore,56,6.2,8.0,Not included,No Free cancellation
6203,"Moois Residency ,Bangalore",1638,Deluxe Double Room,"Indiranagar, Bangalore",Banglore,63,6.6,4.7,Not included,No Free cancellation
6204,Treebo Hiland Suites,2075,Standard Double Room,"Sheshadripuram, Bangalore",Banglore,167,6.4,2.5,Breakfast included,No Free cancellation
6205,Radisson Blu Bengaluru Outer Ring Road,17500,Deluxe Room,"Marathahalli, Bangalore",Banglore,729,7.9,10.0,Not included,No Free cancellation
6206,Easternwoods Hotels,2399,Deluxe Queen Room,"Nagavara, Bangalore",Banglore,44,8.5,7.4,Not included,No Free cancellation
6207,"Super Capital O Royal Keys Near Brookfield Mall, AECS Layout",1435,Standard Double Room,"Brookefield, Bangalore",Banglore,141,5.6,12.0,Not included,Free cancellation
6208,Royal Stay,2600,Deluxe Double Room,Bangalore,Banglore,23,6.7,10.0,Not included,Free cancellation
6209,Mastiff Infantry Bengaluru,2923,Superior Double or Twin Room,Bangalore,Banglore,30,7.5,0.9,Not included,No Free cancellation
